"(0.1, 0, 10, 2)","(0.1, 0, 10, 5)","(0.1, 0, 20, 2)","(0.1, 0, 20, 5)","(1, 0, 10, 2)","(1, 0, 10, 5)","(1, 0, 20, 2)","(1, 0, 20, 5)"
0.010356593701286334,0.010356593701286334,0.010356545487312964,0.010356545487312964,0.010355529163144075,0.010355529163144075,0.010355528941670246,0.010355528941670246
0.02041297906458873,0.02041297906458873,0.020412992278866043,0.020412992278866043,0.02041697723974277,0.02041697723974277,0.020416974035700263,0.020416974035700263
0.0715738657509868,0.0715738657509868,0.07157385831968745,0.07157385831968745,0.07158130051417323,0.07158130051417323,0.07158130571635397,0.07158130571635397
0.05549496802476,0.05549496802476,0.05549531106176118,0.05549531106176118,0.05549693719536275,0.05549693719536275,0.05549693949423506,0.05549693949423506
0.020299909765974098,0.020299909765974098,0.020299197476206995,0.020299197476206995,0.020298097066533814,0.020298097066533814,0.020298095834283682,0.020298095834283682
0.060488119381949555,0.060488119381949555,0.06048702301953612,0.06048702301953612,0.06048612284972837,0.06048612284972837,0.060486122251557785,0.060486122251557785
0.010759807562003126,0.010759807562003126,0.01075235938009557,0.01075235938009557,0.010756332687046746,0.010756332687046746,0.010756334106873017,0.010756334106873017
0.03069601001457051,0.03069601001457051,0.030695096262078725,0.030695096262078725,0.0306928807098632,0.0306928807098632,0.03069288224504246,0.03069288224504246
0.04517344450372426,0.04517344450372426,0.04517322654827016,0.04517322654827016,0.04517608696433271,0.04517608696433271,0.04517608654675359,0.04517608654675359
0.013765947383489142,0.013765947383489142,0.013766168995461278,0.013766168995461278,0.013766535348400402,0.013766535348400402,0.013766536099577424,0.013766536099577424
0.052602714296631346,0.052602714296631346,0.052602711142369724,0.052602711142369724,0.05258321058722911,0.05258321058722911,0.052583211235368355,0.052583211235368355
0.03658259568819212,0.03658259568819212,0.03658367168899727,0.03658367168899727,0.03658103316607824,0.03658103316607824,0.03658103600503188,0.03658103600503188
